OrderID,Customer,Product,Quantity,UnitPrice,OrderDate,Region,Status
ORD000374,Diego Wang,Cog,18,54.35,2025-09-02,North,Returned
ORD000375,Priya Rossi,Cog,8,475.79,2025-02-06,West,Pending
ORD000376,JOHN MBEKI,Gizmo,-3,74.23,2025-02-07,,Pending
ORD000377,Aisha Mbeki,Gadget,4,221.45,2025-08-24,North,Returned
ORD000378,Mei Walsh,???,2,296.74,2025-13-40,South,Cancelled
ORD000379,IVY ONO,Cog,five,277.64,2025-10-06,West,Shipped
ORD000380,Liam Rivera,Sprocket,16,59.76,yesterday,Central,
ORD000381,Mei Garcia,Gizmo,10,292.73,2025-10-24,East,Shipped
ORD000382,Ivy Silva,Gadget,15,246.32,2025-11-22,Central,Shipped
ORD000383,Lena Haddad,Sprocket,4,78.94,2025-11-16,South,Pending
ORD000384,Ivy Adams,cog,N/A,$123.29,yesterday,South,Cancelled
ORD000385,Carlos Cohen,Cog,12.5,free,2025-09-11,South,Cancelled
ORD000386,Priya Khan,Gadget,10,155.09,2025-02-04,Central,Returned
ORD000387,Ahmed Rivera,Gizmo,10,332.35,2025-08-23,North,Shipped
ORD000388,Maria Ali,Widget,20,83.94,2025-05-03,South,Shipped
ORD000389,JAMES MURPHY,Sprocket
ORD000390,Mei Haddad,Gadget,15,439.73,2025-08-24,West,Cancelled
ORD000391,Raj Singh,Gadget,1,110.31,2025-09-10,North,Pending
ORD000392,Lena Wang,Gizmo,12,488.35,2025-08-23,Central,Shipped
ORD000393,Sam Ali,Gadget,6,363.63,2025-12-18,Central,Cancelled
ORD000394,Diego Tanaka,Sprocket,20,73.76,2025-11-19,South,Shipped
ORD000395,Mei Novak,Widget,8,291.5,2025-11-17,Central,Pending
ORD000396,Ivy Singh,Gadget,11,229.29,2025-03-12,Central,Shipped
ORD000397,Grace Chen,Gadget,18,347.18,2025-07-06,South,Shipped
ORD000398,Grace Mbeki,Gadget,20,439.21,2025-10-26,East,Pending
ORD000399,JOHN COHEN,Widget,-3,266.0,2025-04-24,Central,Cancelled
ORD000400,Carlos Haddad,sprocket,12.5,,2025-03-08,South,Returned,EXTRA,JUNK
ORD000401,Wei Novak,Gadget,4,69.78,2025-02-04,West,Pending
ORD000402,LENA KHAN,Gadget,19,265.22,,West,Cancelled,EXTRA
ORD000403,  Ivy Hassan,Cog,8,373.43,yesterday,,Returned
ORD000404,John Walsh,Widget,15,101.78,2025-11-20,Central,Cancelled
ORD000405,Raj Cohen,widget,9,374.95,2025-10-16,??,SHIPPED
ORD000406,Diego Chen,Sprocket,8,437.98,2025-12-14,Central,Cancelled
ORD000407,Grace Ono,Sprocket,17,412.09,2025-02-04,East,Cancelled
ORD000408,Maria Hassan,Cog,11,274.55,2025-02-04,North,Cancelled
ORD000409,Aisha Petrov,
ORD000410,Omar Kim,Gadget,6,139.78,2025-11-23,Central,Returned
ORD000411,Priya Ali,Sprocket,15,191.12,2025-02-28,West,Returned
ORD000412,Ivy Petrov,Gizmo,1,277.71,2025-11-24,Central,Shipped
,Kofi Rossi,Widget,,78.96,2025-01-21,North,Returned
ORD000414,Kofi Silva,Gadget,17,361.58,2025-04-21,North,Pending
ORD000415,Liam Cohen,Sprocket,4,29.11,2025-09-11,East,Cancelled
ORD000416,Priya Haddad,Widget,14,,2025-01-05,Central,Shipped
ORD000417,Ivy Ali,Sprocket,13,180.83,2025-04-20,East,Returned
ORD000418,Omar Tanaka,Gizmo,18,380.49,2025-05-05,East,Cancelled
ORD000419,Lena Cohen,Gadget,15,129.13,2025-01-20,North,Cancelled
ORD000420,Fatima Brown,Sprocket,20,244.47,2025-10-05,Central,Pending
ORD000421,Ethan Ono,Gadget,17,279.4,2025-02-03,North,Cancelled
ORD000422,Sam Okafor,Gadget,18,222.31
ORD000423,Grace Ono,Cog,10,419.83,2025-05-11,East,Pending
ORD000424,Grace Novak,,8,159.0,00/00/0000,Central,Shipped,EXTRA
ORD000425,Olga Tanaka,Sprocket,12,342.87,2025-10-13,South,Cancelled
ORD000426,Grace Mbeki,Sprocket,16,419.82,2025-08-01,West,Pending
ORD000427,Aisha Kim,Cog,4,342.69,2025-11-16,East,Pending
,@@Tara Reyes,Cog,,190.53,2025-05-22,Central,Returned,EXTRA
ORD000429,Maria Murphy,Gadget,19,275.63,2025-07-19,North,Cancelled
ORD000430,Wei Patel,Gizmo,20
ORD000431,Ivy Patel,Sprocket,16,387.72,2025-03-19,East,Shipped
,@@Ben Ono,???,5,$417.64,2025-05-20,??,Returned
ORD000433,John Wang,Widget,19,194.91,2025-12-19,North,Returned
ORD000434,Omar Diaz,Widget,N/A,365.35USD,00/00/0000,East,Returned
ORD000435,Sofia Petrov,sprocket,N/A,112.6,2025-10-03,North,Shipped
ORD000436,@@Ivy Silva,Gadget,1,197.04,2025-09-16
ORD000437,James Park,Widget,6,42.26,2025-11-21,North,Cancelled
ORD000438,James Silva,Cog,2,144.12,2025-06-23,Central,Cancelled
ORD000439,Tara Lund,Widget,18,1.63,2025-02-15,East,Shipped
ORD000440,Diego Brown,Widget,15,58.65,2025-02-07,South,Pending
,Fatima Wang,Gizmo,N/A,389.8,2025-11-22,Central,Pending
,  Maria Hassan,???,8,133.62,2025-13-40,East,PENDING
ORD000443,Diego Haddad,Gadget,6,133.43,2025-04-02,North,Shipped
ORD000444,Ben Brown,Sprocket,10,206.6,2025-03-27,West,Shipped
ORD000445,Mei Singh,Sprocket,3,266.26,2025-02-06,West,Shipped
ORD000446,Tara Lund,Gizmo,14,499.81,2025-10-24,West,Shipped
ORD000447,Sam Garcia,Widget,17,246.32,2025-12-15,South,Shipped
ORD000448,Tara Rossi,Cog,5,396.26,2025-10-27,North,Shipped
,Maria Ono,gadget,15,62.3,2025-05-13,West,Returned
ORD000450,Lena Ali,Sprocket,2,295.26,2025-11-18,North,Pending
ORD000451,Ivy Murphy,Sprocket,4,416.67,2025-04-13,East,Cancelled
ORD000452,Lena Silva,Sprocket,13,125.22,2025-02-17,South,Pending
ORD000453,@@Olga Patel,Cog,19,53.39USD,2025-02-01,East,Pending
ORD000454,Ben Smith,Gizmo,6,448.17,2025-02-18,West,Returned
ORD000455,Ahmed Rossi,Cog,18,316.49,2025-03-03,??,Shipped
ORD000456,Priya Ono,Widget,2,489.7,2025-04-11,South,Returned
ORD000457,Ahmed Diaz,Gadget,2,455.01,2025-05-23,North,Pending
ORD000458,Grace Chen,Gizmo,19,107.41,2025-02-13,North,Returned
ORD000459,Ivy Reyes,,-3,72.32,2025-06-19,East,
ORD000460,Lena Okafor,Gizmo,15,171.56,2025-10-23,Central,Pending
ORD000461,Noah Singh,Cog,16
ORD000462,Aisha Garcia,Cog,8,86.87,2025-06-10,Central,Pending
ORD000463,BEN PATEL,Cog,15,14.31,2025-05-11,Central,!!!
,Elena Okafor,Sprocket,7,458.3,2025-02-27,South,Returned
ORD000465,Noah Ali,Widget,20,180.7,2025-03-12,North,Shipped
ORD000466,Olga Lund,Gizmo,7,218.43,2025-11-27,West,Shipped
ORD000467,Lena Okafor,Gizmo,16,216.41,2025-04-03,Central,Pending
ORD000468,Ahmed Tanaka,Gadget,12,167.81,2025-12-17,East,Pending
,Carlos Patel,Sprocket,9,$353.44,00/00/0000,??,Shipped
,@@Olga Rivera,Gadget,N/A,1.04,2025-12-01,NORTH,Returned,EXTRA
ORD000471,Ahmed Walsh,Gizmo,3,454.79,2025-02-07,East,Returned
ORD000472,Diego Ono,Cog,1,88.93,2025-12-25,West,Shipped
,Omar Silva,???,19,$289.25,2025-11-25,North,Pending
ORD000474,Liam Singh,Gadget,8,153.46,2025-02-25,North,Pending
ORD000475,Raj Mbeki,Widget,4,423.63,2025-09-14,West,Cancelled
ORD000476,Ivy Cohen,Gadget,14,226.34,2025-10-19,Central,Pending
ORD000477,Ivy Petrov,Widget,15,145.01,2025-06-17,South,Cancelled
ORD000478,Tara Cohen,Sprocket,17,367.78,2025-04-06,Central,Returned
ORD000479,Wei Singh,Gizmo,1,301.93,2025-07-03,West,Shipped
ORD000480,Lena Walsh,Widget,18,320.6,2025-01-24,Central,Returned
ORD000481,Lena Vargas,Gizmo,5,191.32,2025-12-18,Central,Cancelled
ORD000482,Diego Ali,Gadget,11,185.0,2025-11-20,West,Cancelled
ORD000483,Yuki Murphy,Widget,10,366.8,2025-02-17,North,Shipped
ORD000484,Noah Rivera,Cog,19,125.07,2025-09-22,East,Pending
ORD000485,Maria Rossi,Cog,3,44.79,2025-01-23,West,Pending
ORD000486,Sofia Reyes,Sprocket,4,178.15,2025-08-28,North,Shipped
ORD000487,Sofia Rivera,Gadget,7,91.62,2025-08-22,Central,Shipped
ORD000488,Kofi Mbeki,Gizmo,16,289.57,2025-05-21,East,Cancelled
ORD000489,Nina Hassan,Sprocket,10,352.41,2025-08-26,South,Cancelled
ORD000490,Grace Chen,???,15,133.77,2025-13-40,East,!!!
ORD000491,Tara Garcia,Gizmo,7,62.9,2025-03-15,West,Shipped
ORD000492,Olga Walsh,Sprocket,five,486.1,,Central,!!!,EXTRA
ORD000493,Fatima Khan,Widget,16,134.93,2025-01-12,Central,Pending
ORD000494,Fatima Ali,Sprocket,2,430.54,2025-02-10,Central,Shipped
ORD000495,Liam Reyes,Widget,18,406.31,2025-06-20,Central,
ORD000496,  Sofia Okafor,Widget,20,445.6USD,2025-10-10,North,Pending
ORD000497,Omar Reyes,Widget,6,239.73,2025-07-04,East,Shipped
ORD000498,Fatima Haddad,Gizmo,11,219.92,2025-02-16,East,Returned
ORD000499,Sam Kim,Gadget,9,401.04,2025-03-06,North,Pending
ORD000500,Lena Khan,,N/A,128.75,2025-07-12
ORD000501,Yuki Walsh,Cog,2,6.96,2025-08-06,West,Shipped
ORD000502,Mei Garcia,Gizmo,3,303.59USD,00/00/0000,East,Cancelled
ORD000503,Ahmed Tanaka,Widget,20,87.43,2025-10-12,North,Shipped
ORD000504,Lucas Hassan,Cog,12,133.07,2025-08-06,Central,Cancelled
ORD000505,@@Diego Hassan,sprocket,6,5.14,2025-12-12,North,Shipped
,Liam Walsh,,17,344.88,2025-01-17,Central,
ORD000507,Ivy Ali,Cog,19,437.39,2025-03-28,West,Returned
ORD000508,Wei Okafor,Widget,14,256.76,2025-07-15,South,Pending
ORD000509,Yuki Rivera,Widget,17,373.32,2025-02-23,Central,Cancelled
ORD000510,Tara Hassan,Cog,12,371.44,2025-11-11,East,Returned
ORD000511,Fatima Patel,Gadget,17,198.92,2025-05-07,South,Cancelled
ORD000512,LIAM NOVAK,,N/A,346.07,2025-08-19,SOUTH,Pending
,Elena Murphy,???,12.5,459.53,2025-11-01,??,!!!
ORD000514,Liam Tanaka,Widget,19,206.97,2025-06-09,Central,Pending
ORD000515,ELENA COHEN,Sprocket,five,243.51,2025-01-02,West,!!!
ORD000516,Lena Hassan,Gadget,16,212.58,2025-12-27,South,Returned
ORD000517,Priya Adams,Gadget,3,129.26,2025-02-07,South,Shipped
ORD000518,Diego Ono,Gadget,17,424.96,2025-09-25,Central,Cancelled
ORD000519,Priya Ali,Gadget,10,490.06,2025-01-17,West,Shipped
ORD000520,Priya Rivera,Sprocket,12,99.81,2025-06-09,South,Shipped
ORD000521,Ben Tanaka,Cog,11,33.66,2025-07-27,Central,Returned
ORD000522,Liam Murphy,Gizmo,16,440.23,2025-02-07,WEST,Shipped
ORD000523,Ethan Ali,Cog,1,347.82,2025-05-02,Central,Shipped
ORD000524,Tara Reyes,Sprocket,8,185.8,2025-05-20,Central,Cancelled
ORD000525,Ben Ali,Gadget,1,257.26,2025-01-14,East,Returned
ORD000526,Ethan Garcia,Sprocket,16,392.51,2025-07-17,East,Shipped
,Raj Brown,Gizmo,4,123.31,,,Returned
ORD000528,Nina Novak,Gizmo,18,free
ORD000529,Fatima Patel,gadget,5,486.24,2025-06-01,,Returned,EXTRA
ORD000530,John Hassan,Gadget,12,18.49,2025-12-20,Central,Cancelled
ORD000531,Sam Novak,Sprocket,7,5.65,2025-01-15,South,Cancelled
ORD000532,Kofi Walsh,Cog,10,378.41,2025-07-05,South,Pending
ORD000533,Omar Okafor,Cog,16,151.63,2025-10-02,East,Cancelled
ORD000534,Sam Ono,Gizmo,5,298.73,2025-10-03,West,Pending
ORD000535,Carlos Singh,Cog,,free,2025-10-21,SOUTH,PENDING
ORD000536,Mei Murphy,Gizmo,N/A,free,2025-08-27,North,Cancelled
ORD000537,Lena Reyes,Cog,9,36.93,2025-09-02,Central,Shipped
ORD000538,Priya Lund,Gadget,16,154.57,2025-07-06,West,Returned
ORD000539,James Garcia,Gizmo,1,168.05,2025-04-13,East,Cancelled
ORD000540,Raj Diaz,Cog,4,125.76,2025-12-17,South,Pending
ORD000541,Lena Okafor,,17,free,2025-11-10,??,SHIPPED
ORD000542,KOFI MBEKI,???,19,49.94,2025-01-19,Central,SHIPPED
,Ben Ali,,18,482.34USD,2025-04-11
ORD000544,Maria Novak,Sprocket,13,121.62,2025-12-10,East,Pending
ORD000545,Tara Rossi,Cog,2,53.09,2025-05-06,Central,Returned
ORD000546,  Omar Rivera,Gadget,8,,2025-08-26,East,
ORD000547,Sam Cohen,Sprocket,4,201.08,2025-04-28,East,Returned
ORD000548,John Garcia,Widget,12,340.37,2025-02-09,Central,Pending
ORD000549,Liam Tanaka,Gizmo,3,472.02,2025-04-12,Central,Returned
ORD000550,Ivy Kim,???,13,73.99,00/00/0000,,SHIPPED
